name,discipline,region,vertical,years_experience,seniority,domain,communication,timezone,bandwidth,availability_status,available_in_weeks
Theresa Williams,Data / Database,APAC,Telecom,15,55,50,50,31,69,Available,0
Sharon Boyd,Frontend,EMEA,Other,4,21,29,40,56,70,Partially committed,1
Victor Brown,Backend,Americas,Media,8,22,57,46,93,30,Partially committed,1
James Parks,DevOps,Americas,FinTech,9,36,25,51,90,80,Available,0
Theodore Jones Jr.,Backend,APAC,Government,10,46,32,43,39,73,Partially committed,3
Ana Hill,Networking,APAC,EdTech,11,56,83,58,42,78,Available,0
Kimberly Nguyen,Cloud,Americas,Logistics,17,80,36,71,84,32,Available,0
Kerry Chavez DDS,Data / Database,APAC,FinTech,16,67,30,44,37,45,Available,0
Michael Farrell,AI / ML,Americas,E-commerce,11,47,53,51,85,27,Available,0
Patricia Le,Backend,EMEA,E-commerce,10,50,13,20,68,25,Partially committed,3
Jesse Perez,Backend,APAC,E-commerce,6,30,34,47,10,48,Available,0
Jesse Perry,Cloud,APAC,Logistics,11,50,73,59,25,65,Partially committed,4
Jeffery Ortega,DevOps,EMEA,Media,6,44,15,58,59,49,Available,0
Christian Leblanc,Backend,Americas,Other,13,56,18,48,88,41,Available,0
Ronald Davis,Backend,Americas,Healthcare,5,33,16,46,82,66,Available,0
Parker Cain,Backend,APAC,Gaming,11,60,56,75,11,0,Partially committed,2
Laurie Hoffman,Backend,Americas,Media,15,81,63,85,80,39,Partially committed,3
Bryan Gomez,Cloud,Americas,Healthcare,7,48,31,49,90,63,Partially committed,4
Nicole Parrish,Cloud,EMEA,FinTech,10,58,52,56,52,46,Available,0
Tracy Burke,Data / Database,EMEA,SaaS,13,64,65,72,56,79,Available,0
Kenneth Lewis,Backend,EMEA,SaaS,13,42,71,25,74,44,Available,0
Courtney Rodriguez,Backend,APAC,SaaS,11,54,40,48,26,43,Available,0
Holly Farmer,Backend,EMEA,FinTech,12,50,12,69,53,36,Partially committed,3
Renee Bruce,Frontend,EMEA,E-commerce,12,52,33,65,57,40,Available,0
Sabrina Austin,Backend,Americas,Logistics,8,35,34,47,84,64,Available,0
Allison Hickman,Backend,EMEA,SaaS,11,50,40,29,56,72,Available,0
Debra White,DevOps,APAC,Healthcare,11,60,40,54,32,97,Available,0
Ellen Morgan,Networking,EMEA,EdTech,20,79,70,56,43,62,Partially committed,2
Sergio Knight,Backend,APAC,Other,19,69,71,64,27,29,Partially committed,3
Charles Schultz,Other,Americas,FinTech,17,93,48,60,70,73,Partially committed,2
Paul Lewis,Networking,Americas,Telecom,6,35,52,28,83,68,Available,0
Glen Wood,Other,EMEA,Gaming,14,67,52,30,61,53,Available,0
Paula Bradley,AI / ML,Americas,Healthcare,10,54,43,69,81,77,Partially committed,4
Anthony Moore,DevOps,EMEA,SaaS,22,94,69,66,46,95,Available,0
Megan Nelson,DevOps,Americas,E-commerce,6,34,38,44,78,55,Partially committed,1
Karla Ramos,Frontend,APAC,Logistics,12,33,73,42,46,42,Partially committed,4
Paul Wilson,Cloud,Americas,Media,11,38,23,29,96,85,Partially committed,1
Douglas Gregory,DevOps,EMEA,Other,2,8,25,11,50,99,Available,0
Mr. Andrew Foster,Data / Database,EMEA,Other,11,39,41,31,50,61,Partially committed,4
Aimee Turner,Cloud,EMEA,Telecom,10,35,48,32,54,59,Partially committed,1
Chad Scott,Data / Database,APAC,SaaS,11,53,61,57,40,59,Partially committed,4
Adam Burgess,Data / Database,Americas,E-commerce,11,57,43,42,64,64,Available,0
James Padilla,Backend,EMEA,Logistics,20,88,34,93,49,21,Available,0
Sandra Drake,Cloud,APAC,Media,17,69,62,74,32,59,Available,0
Scott Williams,AI / ML,APAC,Gaming,9,38,51,56,31,63,Available,0
Thomas Atkins,AI / ML,APAC,Government,4,32,8,39,24,63,Available,0
Laura Mckinney,Networking,Americas,Logistics,12,60,44,76,79,57,Partially committed,2
Brian Smith,Frontend,Americas,Gaming,5,24,14,34,85,63,Available,0
Robert Montgomery,AI / ML,Americas,Telecom,19,87,44,68,78,7,Partially committed,1
Tamara Davis,Backend,APAC,SaaS,20,74,42,64,17,37,Available,0
Dana Chapman,AI / ML,Americas,FinTech,6,41,49,55,80,75,Available,0
Jennifer Collins,Backend,EMEA,Government,5,16,37,42,57,84,Partially committed,1
Gary Jackson,Data / Database,APAC,Gaming,20,77,36,57,7,43,Partially committed,2
Ashley Hicks,Cloud,Americas,FinTech,15,48,60,41,86,37,Available,0
Hannah Luna,DevOps,APAC,FinTech,16,75,29,71,38,66,Available,0
Robin Young,Data / Database,APAC,FinTech,5,18,41,44,24,67,Available,0
Craig Morrison,Cloud,Americas,FinTech,10,38,30,38,79,56,Available,0
Mary Thompson,DevOps,APAC,EdTech,12,50,39,28,21,73,Available,0
Kathleen Webster,Backend,Americas,Healthcare,11,51,50,48,80,32,Available,0
Joann Glass,DevOps,Americas,Telecom,10,41,49,54,76,81,Partially committed,2
Madison Weber,Backend,Americas,Logistics,9,62,59,82,96,24,Available,0
Lori Hernandez,Cloud,APAC,Other,8,29,38,23,29,43,Available,0
Jeremy Turner,Frontend,APAC,E-commerce,11,47,47,43,7,36,Partially committed,1
Anthony Romero,DevOps,Americas,Telecom,11,52,37,46,88,44,Partially committed,1
Jesse Brown,Data / Database,APAC,SaaS,17,60,54,74,45,60,Partially committed,1
Angela Lin,Backend,Americas,Logistics,13,64,52,57,87,67,Partially committed,3
Lisa Hunter,Data / Database,EMEA,E-commerce,5,28,35,26,67,58,Available,0
Julian Conner,DevOps,APAC,Gaming,8,19,15,42,35,36,Available,0
Joanna Pacheco,Other,APAC,SaaS,15,76,53,57,38,11,Partially committed,4
Erica Alvarez,Networking,EMEA,Media,11,57,49,36,64,72,Partially committed,2
Antonio Garcia,Cloud,EMEA,Telecom,7,35,29,30,65,73,Available,0
Gwendolyn Klein,Data / Database,EMEA,Gaming,20,81,36,90,58,72,Available,0
Carrie Wright,Backend,Americas,FinTech,12,52,65,57,65,53,Available,0
Jeffrey Mills,Frontend,Americas,Gaming,14,74,53,63,71,65,Partially committed,2
Jake Campbell,Backend,EMEA,Gaming,10,51,39,47,44,43,Available,0
George Harper,AI / ML,Americas,Telecom,19,91,37,75,57,58,Partially committed,4
Maria Jones,Backend,APAC,EdTech,19,85,41,71,24,40,Fully booked,7
Michael Mitchell,Data / Database,EMEA,Gaming,11,45,61,52,69,41,Partially committed,2
Mary Escobar,Backend,APAC,Gaming,16,69,51,61,14,57,Available,0
Felicia Aguilar,Backend,Americas,Healthcare,10,63,35,69,89,57,Available,0
Gregory Ponce,Frontend,EMEA,Telecom,19,77,60,64,60,69,Available,0
Jenna Larson,DevOps,Americas,Other,7,31,27,27,84,34,Partially committed,2
Emily Bennett,Data / Database,APAC,SaaS,17,64,71,48,40,72,Available,0
Robin Santiago,DevOps,Americas,Logistics,17,71,69,33,82,55,Available,0
Nancy Jennings,DevOps,APAC,Government,5,15,30,61,43,84,Available,0
Maria Henderson,Networking,Americas,Media,7,26,29,50,80,81,Available,0
Jack White,Cloud,APAC,Gaming,5,9,0,18,31,15,Partially committed,1
Travis Tucker,Networking,Americas,Other,11,45,22,43,81,78,Partially committed,2
Chad Jones,Data / Database,EMEA,Other,14,64,28,48,46,75,Available,0
Ashley Wise,Backend,EMEA,Gaming,22,80,59,87,42,25,Fully booked,12
Sophia Johnson,AI / ML,Americas,Logistics,13,51,41,31,88,24,Partially committed,3
Ralph Anderson,Frontend,APAC,Healthcare,19,83,35,68,41,65,Partially committed,3
Christopher Guerra,Frontend,Americas,Telecom,2,22,29,35,84,63,Available,0
Rhonda Martin,Data / Database,EMEA,Healthcare,1,16,38,45,60,49,Partially committed,1
Jason Rhodes,DevOps,APAC,Telecom,11,49,51,48,12,85,Available,0
Jeremy Mitchell,Frontend,Americas,Other,13,58,19,29,86,61,Available,0
Joann Ferguson,Cloud,Americas,SaaS,10,49,40,46,61,14,Partially committed,1
Robert Harrison,DevOps,APAC,Government,2,9,13,16,16,43,Available,0
Holly Valentine,Data / Database,Americas,Other,14,48,59,50,95,77,Available,0
Mrs. Diane Reyes,Data / Database,EMEA,Government,7,24,49,57,55,61,Available,0
Tracy Montoya,Data / Database,EMEA,Media,12,63,32,32,56,39,Available,0
Brenda Wright,Frontend,APAC,FinTech,13,57,34,42,34,64,Available,0
Shelly Spencer,Frontend,Americas,Gaming,5,31,30,33,90,47,Available,0
Ryan Rosales,Backend,Americas,Media,8,40,8,40,79,33,Available,0
Phillip Nelson,Cloud,EMEA,Telecom,6,29,41,50,58,80,Available,0
Brittany Kim,DevOps,APAC,Telecom,10,49,38,47,27,79,Partially committed,2
Courtney Hayes,Data / Database,APAC,Telecom,13,69,59,65,13,62,Partially committed,1
Alexander Brown,DevOps,APAC,E-commerce,6,30,22,31,24,29,Available,0
Cynthia Vang,DevOps,EMEA,SaaS,12,60,36,58,59,91,Available,0
Alfred Galvan,Backend,EMEA,EdTech,3,39,12,56,51,94,Partially committed,1
Marie Moody,Frontend,APAC,EdTech,12,34,30,32,24,84,Partially committed,4
Dustin Gallegos,AI / ML,APAC,Healthcare,13,48,29,60,36,62,Available,0
Brenda Thornton,DevOps,Americas,EdTech,6,29,51,40,84,61,Partially committed,1
Aaron Miller,Cloud,Americas,Logistics,9,39,31,59,86,67,Partially committed,3
Ruben Dunn,Data / Database,APAC,Telecom,3,26,36,35,12,37,Partially committed,2
Kelsey Rodriguez,Cloud,EMEA,Gaming,23,89,53,75,59,38,Available,0
Eric Williams,DevOps,EMEA,Healthcare,15,51,30,50,44,44,Available,0
Riley Bryant,Frontend,Americas,Gaming,8,36,38,42,82,71,Available,0
Taylor Carlson,AI / ML,APAC,Healthcare,14,54,55,56,17,60,Available,0
Jose Allen,Backend,EMEA,Gaming,11,48,26,56,64,37,Available,0
Jeffrey Mendez,Frontend,EMEA,Telecom,7,46,50,30,73,25,Available,0
Jason Beck,Frontend,EMEA,Logistics,13,62,34,76,54,61,Partially committed,1
William Jones,Cloud,EMEA,Logistics,15,65,41,32,53,32,Available,0
Katie Mcneil,Cloud,Americas,FinTech,8,39,47,35,92,33,Available,0
Jeanette Harrison,Cloud,EMEA,Telecom,8,38,30,43,61,99,Partially committed,4
Veronica King,AI / ML,EMEA,Media,10,44,42,53,54,99,Available,0
Richard Cooper,Backend,APAC,Logistics,1,4,26,49,32,55,Available,0
Lori Ingram,DevOps,APAC,Healthcare,4,20,37,9,48,25,Available,0
Evelyn Williams,DevOps,Americas,FinTech,15,77,15,57,75,75,Fully booked,9
Robin Thompson,Other,Americas,Other,17,83,25,37,76,57,Fully booked,13
Julie Dominguez,Backend,Americas,SaaS,7,45,48,48,90,72,Available,0
Robin Brown,Other,Americas,Telecom,16,62,63,60,99,41,Partially committed,2
Judith Carter,Frontend,EMEA,Telecom,8,56,27,75,57,34,Available,0
Curtis Williams,Networking,APAC,Other,24,99,56,76,11,42,Partially committed,2
Kaylee Hays,DevOps,EMEA,E-commerce,19,72,57,76,59,55,Available,0
Dawn Mullins,Networking,EMEA,FinTech,10,47,52,57,50,42,Partially committed,2
Howard Norman,Frontend,EMEA,Healthcare,2,31,4,34,60,85,Available,0
Evelyn Martinez,Frontend,APAC,Telecom,3,18,21,14,14,27,Available,0
Steve Paul,Frontend,Americas,Telecom,12,54,40,56,67,63,Partially committed,4
Jasmine Beltran,DevOps,Americas,FinTech,6,35,47,22,79,61,Available,0
Jonathan Glass MD,DevOps,APAC,Telecom,4,22,69,54,45,85,Available,0
Monica Miller,AI / ML,APAC,FinTech,11,37,40,41,14,39,Partially committed,3
Samantha Gardner,Data / Database,Americas,Government,8,28,19,56,79,74,Available,0
Bobby Guerrero,Frontend,EMEA,SaaS,17,84,56,60,40,59,Available,0
Lance Simmons,Backend,Americas,Gaming,12,68,63,63,85,58,Partially committed,4
Heather Williams,Frontend,APAC,EdTech,10,50,44,53,30,38,Partially committed,4
Heather Bolton,Networking,Americas,Gaming,17,80,38,64,68,35,Available,0
William Gould,Networking,Americas,Gaming,12,52,58,45,95,50,Available,0
Mark Cox,Other,Americas,SaaS,6,33,47,47,63,49,Available,0
Meghan Cisneros,Data / Database,APAC,Telecom,19,80,38,52,44,76,Available,0
Lawrence Harrington,Frontend,APAC,EdTech,17,61,56,38,42,57,Available,0
Austin Osborne,Backend,Americas,Telecom,8,29,54,57,85,76,Available,0
James Bradley,DevOps,Americas,Logistics,10,46,59,58,91,28,Partially committed,2
Meghan Rush,Other,EMEA,Logistics,7,32,37,42,53,22,Available,0
Phillip Berry,Frontend,EMEA,Gaming,4,22,30,59,40,57,Partially committed,4
Jennifer Banks,Frontend,Americas,Government,18,69,68,56,84,27,Available,0
Brian Fitzgerald,Cloud,APAC,FinTech,18,88,35,88,12,50,Available,0
Mr. Justin Green III,Cloud,EMEA,Media,5,22,42,38,55,44,Available,0
Zachary Mitchell,Backend,Americas,Government,14,61,27,41,70,60,Available,0
Katherine Martinez,Networking,EMEA,Media,7,37,54,69,65,43,Available,0
Jodi Roach,Frontend,EMEA,Government,6,40,34,59,59,69,Partially committed,2
Brandon Fleming,AI / ML,EMEA,SaaS,9,38,59,42,62,40,Partially committed,1
Emma Reed,Backend,APAC,Healthcare,7,33,45,52,31,22,Partially committed,1
Joshua Vance,Frontend,Americas,FinTech,12,51,28,45,99,73,Available,0
Michelle Ho,Backend,APAC,E-commerce,6,33,58,53,38,44,Available,0
Rebecca Hicks,Backend,APAC,Other,15,55,69,19,45,82,Partially committed,4
Curtis Taylor,Data / Database,EMEA,Telecom,9,49,53,35,46,43,Available,0
Allison Spencer,Cloud,Americas,FinTech,13,45,36,61,77,40,Partially committed,3
Robert Arnold,Data / Database,EMEA,Gaming,4,32,30,37,31,54,Partially committed,2
Angelica Parker,Cloud,APAC,Government,9,38,43,47,24,47,Partially committed,4
Dr. Kelly Hammond DVM,Backend,APAC,Media,15,65,39,39,28,56,Available,0
William Day,Frontend,Americas,Telecom,12,60,68,81,86,62,Partially committed,4
Michael Cooper,Other,APAC,FinTech,8,30,41,57,23,71,Partially committed,3
Penny Bowman,Networking,APAC,Gaming,14,52,9,48,35,54,Available,0
Vincent Reynolds,Frontend,Americas,FinTech,10,65,47,52,89,23,Partially committed,2
Amy Martinez,Data / Database,EMEA,Healthcare,5,17,31,48,50,96,Available,0
Christopher Morris,DevOps,Americas,Healthcare,9,61,39,83,72,47,Available,0
Hannah Everett,Backend,APAC,Other,6,37,32,57,29,50,Partially committed,4
Sarah King,DevOps,Americas,Gaming,17,61,62,86,83,52,Available,0
Krista Martinez,DevOps,EMEA,Government,7,35,54,29,49,53,Available,0
Joseph Shaw,Backend,APAC,SaaS,1,14,35,20,25,27,Available,0
Todd Moore,Frontend,EMEA,Media,3,17,29,17,41,73,Available,0
Michelle Jacobs,Cloud,EMEA,Gaming,15,51,48,57,62,39,Available,0
Kristy Bryan,Backend,Americas,Healthcare,9,55,41,55,89,48,Fully booked,12
Angel May,Backend,EMEA,Telecom,5,32,25,39,55,94,Available,0
Marilyn Wang,Cloud,Americas,Government,17,63,58,68,90,72,Partially committed,3
Mark Jimenez,Cloud,Americas,EdTech,7,17,45,51,83,94,Partially committed,2
Donna Frye,Backend,EMEA,Telecom,11,49,64,28,71,43,Available,0
Dr. Michael Evans,AI / ML,Americas,Other,3,26,51,30,69,75,Available,0
Anthony Gonzales,Cloud,Americas,Media,12,37,35,55,84,66,Available,0
Mr. Lawrence Edwards,Backend,EMEA,Gaming,15,51,59,44,64,55,Partially committed,1
Morgan Valencia,Data / Database,APAC,Gaming,9,33,27,30,43,44,Available,0
Bianca Wood,Cloud,Americas,Healthcare,8,42,49,60,90,79,Partially committed,3
Emma Owens,Backend,Americas,Other,15,70,41,42,72,42,Fully booked,15
David Davis,Data / Database,EMEA,SaaS,8,38,26,40,38,61,Partially committed,4
James Gilbert,Cloud,Americas,Healthcare,15,67,53,63,80,71,Partially committed,1
Sean Moore,DevOps,EMEA,Healthcare,9,27,3,31,59,40,Partially committed,2
Kenneth Edwards,DevOps,APAC,EdTech,15,61,24,66,37,32,Available,0
Kathleen Robertson,DevOps,APAC,SaaS,15,79,46,56,17,99,Partially committed,3
Mr. Alexander Landry MD,Backend,EMEA,SaaS,3,1,35,45,61,48,Available,0
Cindy Gomez,Data / Database,APAC,Logistics,8,34,35,40,1,91,Available,0
Johnny Khan,DevOps,EMEA,SaaS,15,62,26,65,48,53,Available,0
Julie Herrera,Networking,Americas,Telecom,13,46,34,58,91,48,Available,0
Jessica Khan,Cloud,APAC,Telecom,11,57,48,45,16,48,Available,0
Pamela Diaz,Data / Database,Americas,E-commerce,8,38,48,15,71,57,Available,0
Kelly Lee,Other,Americas,Media,10,52,42,56,77,82,Available,0
Angel Gordon,Frontend,EMEA,Logistics,7,47,55,49,57,72,Available,0
Diana Hays,Backend,APAC,E-commerce,17,73,56,69,17,47,Partially committed,1
Barbara Hester,Backend,APAC,SaaS,17,55,40,49,28,18,Available,0
Robert Morgan,Backend,Americas,FinTech,9,57,37,47,78,55,Available,0
Nicole Gonzalez,DevOps,Americas,Other,9,42,21,74,94,60,Partially committed,1
Kathryn Williams,Frontend,EMEA,Telecom,10,40,41,25,50,83,Available,0
Gary Wells,Frontend,APAC,Logistics,9,41,57,56,28,28,Partially committed,4
Larry Robertson,Backend,EMEA,Government,13,58,55,46,57,45,Partially committed,1
Louis Martin,Cloud,EMEA,Logistics,7,42,58,41,51,47,Available,0
Nancy Evans MD,AI / ML,EMEA,Telecom,13,56,41,48,63,54,Fully booked,7
Kim Erickson,Networking,APAC,Media,19,92,71,60,38,50,Partially committed,4
Robert Richardson,Backend,EMEA,EdTech,11,67,40,67,50,62,Available,0
Veronica Silva,DevOps,APAC,Gaming,12,43,65,66,31,19,Partially committed,2
Molly Watts,Frontend,EMEA,EdTech,18,74,52,69,46,55,Partially committed,4
John Coffey,Backend,Americas,Government,9,42,51,47,88,62,Available,0
Paula Lane,Networking,EMEA,FinTech,3,9,54,16,57,65,Available,0
Lauren Jackson,Data / Database,EMEA,E-commerce,9,30,38,47,51,56,Available,0
Lisa Randall,Frontend,APAC,SaaS,3,13,37,61,31,0,Partially committed,3
Michael Johnson,Data / Database,Americas,Other,11,43,62,41,88,69,Partially committed,1
Ashley Smith,Backend,Americas,Telecom,11,50,41,45,94,36,Partially committed,2
Christian Vaughn,Backend,APAC,EdTech,21,84,37,59,32,62,Available,0
Reginald Knapp,Data / Database,APAC,EdTech,13,57,76,46,37,80,Partially committed,4
Nancy Brown,Backend,Americas,Healthcare,11,46,36,9,99,23,Partially committed,4
Daniel Nguyen,AI / ML,APAC,Logistics,12,67,47,64,18,65,Partially committed,4
Kelly Edwards,DevOps,Americas,E-commerce,2,6,48,16,94,39,Partially committed,2
Thomas Peterson,AI / ML,EMEA,Media,10,55,34,30,46,54,Partially committed,2
Raymond Le,Networking,EMEA,SaaS,13,65,32,68,48,51,Available,0
Melissa Bishop,Cloud,Americas,Media,3,20,37,20,82,76,Partially committed,3
David Grant,Data / Database,Americas,SaaS,14,73,22,57,76,64,Available,0
William Evans,Frontend,EMEA,E-commerce,17,57,46,74,47,60,Available,0
Daniel Bush,DevOps,EMEA,Healthcare,12,42,48,26,54,25,Available,0
Gregory Peck,Backend,Americas,SaaS,18,63,48,35,79,3,Partially committed,2
Denise Martinez,Frontend,APAC,Government,19,95,31,76,21,66,Fully booked,10
Jamie Baird,Data / Database,APAC,Healthcare,12,54,67,68,18,70,Available,0
Tina Ballard,Cloud,Americas,Logistics,10,55,43,30,96,35,Available,0
Dwayne Klein,Other,APAC,FinTech,8,41,59,51,16,65,Partially committed,4
Jeremy Scott,Backend,EMEA,Other,5,33,33,50,53,55,Available,0
Dale Ryan,DevOps,EMEA,FinTech,17,67,38,29,66,75,Available,0
Melissa Taylor,AI / ML,APAC,Gaming,7,33,42,53,36,61,Available,0
Laurie Sanchez,Backend,Americas,Logistics,14,51,43,63,84,74,Partially committed,2
Kiara Little,Frontend,EMEA,FinTech,10,40,26,41,49,45,Partially committed,4
Jason Love,Backend,EMEA,SaaS,18,60,72,72,55,60,Available,0
Randy Smith,AI / ML,EMEA,Gaming,10,57,33,69,44,46,Available,0
Tanya Russell,Frontend,APAC,Healthcare,18,71,26,62,25,40,Available,0
Sherry Woods,Backend,Americas,Logistics,11,40,62,39,79,11,Available,0
Victor Morris,Data / Database,APAC,SaaS,8,45,32,34,26,75,Available,0
Susan Davis,AI / ML,Americas,EdTech,9,30,32,40,74,94,Partially committed,3
Kimberly Sharp,AI / ML,Americas,FinTech,10,41,17,54,65,30,Partially committed,3
Susan Thompson,Data / Database,APAC,Government,12,58,69,49,41,68,Fully booked,16
Casey Gillespie,AI / ML,EMEA,FinTech,13,65,27,27,65,66,Partially committed,4
Jennifer Simpson DVM,Frontend,Americas,FinTech,6,32,38,59,91,49,Available,0
Tammy Mcdowell,Frontend,APAC,SaaS,19,67,66,61,32,38,Available,0
Keith Rodriguez,Other,EMEA,FinTech,17,77,56,58,57,75,Partially committed,2
Mrs. Virginia Daniels,Data / Database,Americas,Gaming,15,58,47,66,75,76,Available,0
Todd Rosales MD,Backend,Americas,Media,18,88,28,90,76,58,Partially committed,2
Brian Martin,Data / Database,EMEA,Logistics,6,35,26,3,70,48,Available,0
David Lopez,Networking,Americas,EdTech,8,25,42,44,99,82,Available,0
Rachel Bradley,Networking,APAC,EdTech,1,14,20,12,26,46,Available,0
Casey Chase,AI / ML,Americas,Healthcare,17,80,53,72,82,79,Available,0
Samantha Robertson,DevOps,Americas,SaaS,14,63,56,58,89,86,Partially committed,1
Michael Lopez,AI / ML,EMEA,Logistics,11,49,57,58,56,80,Available,0
Franklin Wright,Data / Database,APAC,Telecom,12,56,27,46,30,62,Available,0
David Molina,DevOps,EMEA,Telecom,7,27,69,13,54,9,Partially committed,3
Elizabeth Sharp,Cloud,APAC,Other,23,99,69,68,19,43,Available,0
Matthew Schwartz,Data / Database,EMEA,E-commerce,13,53,46,57,51,91,Partially committed,3
Bryan Parker,Frontend,Americas,Logistics,10,52,57,65,81,74,Available,0
Jonathan Jacobson,Backend,APAC,SaaS,14,65,80,41,3,62,Partially committed,4
Emily Wilson,DevOps,APAC,Telecom,16,60,29,69,29,41,Partially committed,1
Elizabeth Mendez,Backend,Americas,Logistics,14,54,44,43,99,76,Available,0
Casey Hernandez,Frontend,EMEA,Media,5,34,3,47,51,27,Available,0
Lisa Perry,Backend,APAC,Telecom,14,59,49,48,28,51,Partially committed,2
Kaitlin Medina,Frontend,Americas,Logistics,16,88,54,71,74,84,Available,0
Colleen Wright,Cloud,Americas,Other,17,77,50,76,71,35,Available,0
Shelley Miller,Backend,APAC,EdTech,22,82,47,49,25,62,Partially committed,4
Michael Miller,Frontend,APAC,Other,7,40,10,35,34,23,Available,0
Amy Kelley,Cloud,APAC,Gaming,5,30,41,43,26,46,Partially committed,2
Laura Hernandez,AI / ML,Americas,SaaS,12,47,65,82,78,60,Partially committed,2
Joseph Wilson,Frontend,EMEA,FinTech,8,51,32,38,60,63,Available,0
Kevin Davis,Backend,EMEA,EdTech,15,72,54,90,57,93,Available,0
